,summary_text
700,<sos> 오픈 딸기 서비스 직원 분 얼굴 위생 걱정 필요 맛 굿 처음 런던 블루 무난 <end>
701,<sos> 오픈 딸기 서비스 직원 분 얼굴 위생 걱정 필요 맛 굿 처음 런던 블루 무난 <end>
702,<sos> 코코넛 라 떼 위 루프 탑 음료 루프 탑 경관 짱 한옥 마을 이색적 <end>
703,<sos> 코코넛 라 떼 위 루프 탑 음료 루프 탑 경관 짱 한옥 마을 이색적 <end>
704,<sos> 코코넛 라 떼 위 루프 탑 음료 루프 탑 경관 짱 한옥 마을 이색적 <end>
705,<sos> 식사 후 코코넛 라 떼 신기 생김새 라 떼 입맛 <end>
706,<sos> 식사 후 코코넛 라 떼 신기 생김새 라 떼 입맛 <end>
707,<sos> 식사 후 코코넛 라 떼 신기 생김새 라 떼 입맛 <end>
708,<sos> 카페 커피 생과일 주스 에이드 시럽 안 과일 청 때 샌드위치 끼 든든 짱 <end>
709,<sos> 카페 커피 생과일 주스 에이드 시럽 안 과일 청 때 샌드위치 끼 든든 짱 <end>
710,<sos> 카페 커피 생과일 주스 에이드 시럽 안 과일 청 때 샌드위치 끼 든든 짱 <end>
711,<sos> 그림 제작소 드로잉 카페 음료 실내 이색 데이트 <end>
712,<sos> 그림 제작소 드로잉 카페 음료 실내 이색 데이트 <end>
713,<sos> 그림 제작소 드로잉 카페 음료 실내 이색 데이트 <end>
714,<sos> 샐러드 구성 푸짐 빵 다양 눈 샐러드 짱 <end>
715,<sos> 샐러드 구성 푸짐 빵 다양 눈 샐러드 짱 <end>
716,<sos> 샐러드 구성 푸짐 빵 다양 눈 샐러드 짱 <end>
717,<sos> 층 규모 카페 앞 광천 산책 사람 케익 <end>
718,<sos> 층 규모 카페 앞 광천 산책 사람 케익 <end>
719,<sos> 층 규모 카페 앞 광천 산책 사람 케익 <end>
720,<sos> 인 스타 카페 스타일 맛 주차 불가 테이블 수 카페 <end>
721,<sos> 인 스타 카페 스타일 맛 주차 불가 테이블 수 카페 <end>
722,<sos> 인 스타 카페 스타일 맛 주차 불가 테이블 수 카페 <end>
723,<sos> 회사 근처 라 점심 후 커피 베이커리 <end>
724,<sos> 회사 근처 라 점심 후 커피 베이커리 <end>
725,<sos> 회사 근처 라 점심 후 커피 베이커리 <end>
726,<sos> 드립 커피 전문 카페 원두 잔 량 커피 잔 무료 잔 터 원 추가 하면 예 잔 커피 상당 원 사고 추가 잔 나머지 원두 포장 방식 사실 매장 의 원두 정도 원두 원두 드립 남 원두 포장 저렴 커피 맛 서비스 쿠키 새 방식 커피 집 보통 드립 커피 정도 만족 가격 원두 득 생각 만족 층 옥상 곳 가을 가기 해방촌 커피 집 왕 추천 <end>
727,<sos> 드립 커피 전문 카페 원두 잔 량 커피 잔 무료 잔 터 원 추가 하면 예 잔 커피 상당 원 사고 추가 잔 나머지 원두 포장 방식 사실 매장 의 원두 정도 원두 원두 드립 남 원두 포장 저렴 커피 맛 서비스 쿠키 새 방식 커피 집 보통 드립 커피 정도 만족 가격 원두 득 생각 만족 층 옥상 곳 가을 가기 해방촌 커피 집 왕 추천 <end>
728,<sos> 드립 커피 전문 카페 원두 잔 량 커피 잔 무료 잔 터 원 추가 하면 예 잔 커피 상당 원 사고 추가 잔 나머지 원두 포장 방식 사실 매장 의 원두 정도 원두 원두 드립 남 원두 포장 저렴 커피 맛 서비스 쿠키 새 방식 커피 집 보통 드립 커피 정도 만족 가격 원두 득 생각 만족 층 옥상 곳 가을 가기 해방촌 커피 집 왕 추천 <end>
729,<sos> 주 주시 인생 기 글 문래동 맛 집 인정 다이어트 다이어트 망 뷰 고기 차로 방문 곳 카페 인테리어 스타 감성 카페 라 맛 기대 솔트 버터 식 감이 정도 버터 견과 식 감도 솔트 맛 최고 맛 음료 솔트 라 떼 주문 이날 솔트 라 떼 살찌 맛 최고 문래동 맛 집 추천 의자 불편 문래동 맛 집 문래동 카페 메뉴 솔트 솔트 라 떼 영업 시간 월요일 휴무 전화번호 주소 서울 영등포구 도림 층 주차 불가 반려 동물 동반 가능 화장실 밖 있음 <end>
730,<sos> 주 주시 인생 기 글 문래동 맛 집 인정 다이어트 다이어트 망 뷰 고기 차로 방문 곳 카페 인테리어 스타 감성 카페 라 맛 기대 솔트 버터 식 감이 정도 버터 견과 식 감도 솔트 맛 최고 맛 음료 솔트 라 떼 주문 이날 솔트 라 떼 살찌 맛 최고 문래동 맛 집 추천 의자 불편 문래동 맛 집 문래동 카페 메뉴 솔트 솔트 라 떼 영업 시간 월요일 휴무 전화번호 주소 서울 영등포구 도림 층 주차 불가 반려 동물 동반 가능 화장실 밖 있음 <end>
731,<sos> 주 주시 인생 기 글 문래동 맛 집 인정 다이어트 다이어트 망 뷰 고기 차로 방문 곳 카페 인테리어 스타 감성 카페 라 맛 기대 솔트 버터 식 감이 정도 버터 견과 식 감도 솔트 맛 최고 맛 음료 솔트 라 떼 주문 이날 솔트 라 떼 살찌 맛 최고 문래동 맛 집 추천 의자 불편 문래동 맛 집 문래동 카페 메뉴 솔트 솔트 라 떼 영업 시간 월요일 휴무 전화번호 주소 서울 영등포구 도림 층 주차 불가 반려 동물 동반 가능 화장실 밖 있음 <end>
732,<sos> 삼성동 우드 건너편 오픈 커피 집 발견 인테리어 커피 비슷 세련 느낌 키 생각 베 메뉴 피 칸 코 라 떼 고소 달기 적당 피 칸 본연 맛 조화 오곡 라 떼 미숫가루 맛 비슷 자몽 에이드 커피 랜 차 이즈 다음 커피 각 원두 바디 감 원두 산미 원두 <end>
733,<sos> 삼성동 우드 건너편 오픈 커피 집 발견 인테리어 커피 비슷 세련 느낌 키 생각 베 메뉴 피 칸 코 라 떼 고소 달기 적당 피 칸 본연 맛 조화 오곡 라 떼 미숫가루 맛 비슷 자몽 에이드 커피 랜 차 이즈 다음 커피 각 원두 바디 감 원두 산미 원두 <end>
734,<sos> 삼성동 우드 건너편 오픈 커피 집 발견 인테리어 커피 비슷 세련 느낌 키 생각 베 메뉴 피 칸 코 라 떼 고소 달기 적당 피 칸 본연 맛 조화 오곡 라 떼 미숫가루 맛 비슷 자몽 에이드 커피 랜 차 이즈 다음 커피 각 원두 바디 감 원두 산미 원두 <end>
735,<sos> 테이크 아웃 포장 주신 커피 보통 타르트 <end>
736,<sos> 테이크 아웃 포장 주신 커피 보통 타르트 <end>
737,<sos> 테이크 아웃 포장 주신 커피 보통 타르트 <end>
738,<sos> 서비스 최악 정도 수준 인테리어 정도 디저트 곳 가격 호텔 가격 서비스 시장통 못 이해 느긋 모양 <end>
739,<sos> 서비스 최악 정도 수준 인테리어 정도 디저트 곳 가격 호텔 가격 서비스 시장통 못 이해 느긋 모양 <end>
740,<sos> 서비스 최악 정도 수준 인테리어 정도 디저트 곳 가격 호텔 가격 서비스 시장통 못 이해 느긋 모양 <end>
741,<sos> 코코넛 커피 테라스 있음 인테리어 주변 상호 모던 깔끔 피자 분 친절 <end>
742,<sos> 코코넛 커피 테라스 있음 인테리어 주변 상호 모던 깔끔 피자 분 친절 <end>
743,<sos> 코코넛 커피 테라스 있음 인테리어 주변 상호 모던 깔끔 피자 분 친절 <end>
744,<sos> 드립 커피 전문점 카페 떼 원두 그날 그날 바 판매 요즘 카페 편안 의자 테이블 거리 적당 <end>
745,<sos> 드립 커피 전문점 카페 떼 원두 그날 그날 바 판매 요즘 카페 편안 의자 테이블 거리 적당 <end>
746,<sos> 치 아이스 큐브 사랑 이사 커피 카피 라이트 가게 다고 자신 시즌 다양 행사 거리 준비 연 낭독 벼룩 시장 주인 분 직원 분 친절 가게 다 안가 <end>
747,<sos> 치 아이스 큐브 사랑 이사 커피 카피 라이트 가게 다고 자신 시즌 다양 행사 거리 준비 연 낭독 벼룩 시장 주인 분 직원 분 친절 가게 다 안가 <end>
748,<sos> 치 아이스 큐브 사랑 이사 커피 카피 라이트 가게 다고 자신 시즌 다양 행사 거리 준비 연 낭독 벼룩 시장 주인 분 직원 분 친절 가게 다 안가 <end>
749,<sos> 집 커피 제대 커피 맛 근방 위 친절 아주머니 아저씨 <end>
750,<sos> 집 커피 제대 커피 맛 근방 위 친절 아주머니 아저씨 <end>
751,<sos> 집 커피 제대 커피 맛 근방 위 친절 아주머니 아저씨 <end>
752,<sos> 카페 떼 커피 맛 무난 정도 시 처 음료 푸른색 시럽 아상 생 딸기 동물성 우유 생크림 라즈베리 청 담백 카페 판매 케이크 맛 만족 메뉴 가격대 조금 분위기 협소 테이블 거리 주류 판매 캐주얼 와인 바 느낌 남 좌석 불편 무난 화장실 카페 안 쾌적 을지 느낌 간판 건물 카페 한번쯤 <end>
753,<sos> 카페 떼 커피 맛 무난 정도 시 처 음료 푸른색 시럽 아상 생 딸기 동물성 우유 생크림 라즈베리 청 담백 카페 판매 케이크 맛 만족 메뉴 가격대 조금 분위기 협소 테이블 거리 주류 판매 캐주얼 와인 바 느낌 남 좌석 불편 무난 화장실 카페 안 쾌적 을지 느낌 간판 건물 카페 한번쯤 <end>
754,<sos> 카페 떼 커피 맛 무난 정도 시 처 음료 푸른색 시럽 아상 생 딸기 동물성 우유 생크림 라즈베리 청 담백 카페 판매 케이크 맛 만족 메뉴 가격대 조금 분위기 협소 테이블 거리 주류 판매 캐주얼 와인 바 느낌 남 좌석 불편 무난 화장실 카페 안 쾌적 을지 느낌 간판 건물 카페 한번쯤 <end>
755,<sos> 디저트 조명도 맛 식기 인테리어 이곳저곳 신경 기분 <end>
756,<sos> 디저트 조명도 맛 식기 인테리어 이곳저곳 신경 기분 <end>
757,<sos> 디저트 조명도 맛 식기 인테리어 이곳저곳 신경 기분 <end>
758,<sos> 실내 인테리어 이국적 사진 분위기 커피 맛 케이크 기가 생각 프라페 주문 지금 먹 케이크 최상 위권 차량 발 비 <end>
759,<sos> 실내 인테리어 이국적 사진 분위기 커피 맛 케이크 기가 생각 프라페 주문 지금 먹 케이크 최상 위권 차량 발 비 <end>
760,<sos> 실내 인테리어 이국적 사진 분위기 커피 맛 케이크 기가 생각 프라페 주문 지금 먹 케이크 최상 위권 차량 발 비 <end>
761,<sos> 내부 인테리어 특이 세로 다락방 느낌 메뉴판 가죽 조각 매직 글씨 가독성 라 떼 고소 생크림 생크림 질감 맛 <end>
762,<sos> 내부 인테리어 특이 세로 다락방 느낌 메뉴판 가죽 조각 매직 글씨 가독성 라 떼 고소 생크림 생크림 질감 맛 <end>
763,<sos> 내부 인테리어 특이 세로 다락방 느낌 메뉴판 가죽 조각 매직 글씨 가독성 라 떼 고소 생크림 생크림 질감 맛 <end>
764,<sos> 만리 동쪽 카페 테이블 정도 <end>
765,<sos> 만리 동쪽 카페 테이블 정도 <end>
766,<sos> 만리 동쪽 카페 테이블 정도 <end>
767,<sos> 곳 분위기 곳 파리 카페 공간 음식 가격 면 테이블 테이블 정도 <end>
768,<sos> 곳 분위기 곳 파리 카페 공간 음식 가격 면 테이블 테이블 정도 <end>
769,<sos> 곳 분위기 곳 파리 카페 공간 음식 가격 면 테이블 테이블 정도 <end>
770,<sos> 칵테일 훌륭 성비 오랜만 만족 <end>
771,<sos> 칵테일 훌륭 성비 오랜만 만족 <end>
772,<sos> 칵테일 훌륭 성비 오랜만 만족 <end>
773,<sos> 주차 불가능 커피 디저트 재 방문 의사 <end>
774,<sos> 주차 불가능 커피 디저트 재 방문 의사 <end>
775,<sos> 주차 불가능 커피 디저트 재 방문 의사 <end>
776,<sos> 방문 카페 인테리어 디저트 맛 수플레 당근 케이크 서비스 고양이 <end>
777,<sos> 방문 카페 인테리어 디저트 맛 수플레 당근 케이크 서비스 고양이 <end>
778,<sos> 방문 카페 인테리어 디저트 맛 수플레 당근 케이크 서비스 고양이 <end>
779,<sos> 가게 사장님 친절 조합 맛 <end>
780,<sos> 가게 사장님 친절 조합 맛 <end>
781,<sos> 가게 사장님 친절 조합 맛 <end>
782,<sos> 음료 맛 평범 직원 음료 기분 질 주문 때 주문 말 한마디 주문 식 눈빛 영수증 필요 말 진동 벨 주고 서비스 불친절 끝 <end>
783,<sos> 음료 맛 평범 직원 음료 기분 질 주문 때 주문 말 한마디 주문 식 눈빛 영수증 필요 말 진동 벨 주고 서비스 불친절 끝 <end>
784,<sos> 음료 맛 평범 직원 음료 기분 질 주문 때 주문 말 한마디 주문 식 눈빛 영수증 필요 말 진동 벨 주고 서비스 불친절 끝 <end>
785,<sos> 음료 주문 시 원두 선택 꽃 송이 꽃 재미 기분 커피 <end>
786,<sos> 음료 주문 시 원두 선택 꽃 송이 꽃 재미 기분 커피 <end>
787,<sos> 음료 주문 시 원두 선택 꽃 송이 꽃 재미 기분 커피 <end>
788,<sos> 음료 꽃 송이 기분 곳 음료 경복궁 창문 햇빛 <end>
789,<sos> 음료 꽃 송이 기분 곳 음료 경복궁 창문 햇빛 <end>
790,<sos> 음료 꽃 송이 기분 곳 음료 경복궁 창문 햇빛 <end>
791,<sos> 합 정 뒷 골목 카페 방문 앞 마당 곳 자리 캠핑 의자 로 느낌 자리 손님 인기 아메리카 노 맛 저렴 맛 친구 라 떼 라 떼 수플레 팬케이크 대표 메뉴 조각 케이크 준비 디저트 카페 공간 테라스 자리 날씨 날 시원 커피 <end>
792,<sos> 합 정 뒷 골목 카페 방문 앞 마당 곳 자리 캠핑 의자 로 느낌 자리 손님 인기 아메리카 노 맛 저렴 맛 친구 라 떼 라 떼 수플레 팬케이크 대표 메뉴 조각 케이크 준비 디저트 카페 공간 테라스 자리 날씨 날 시원 커피 <end>
793,<sos> 합 정 뒷 골목 카페 방문 앞 마당 곳 자리 캠핑 의자 로 느낌 자리 손님 인기 아메리카 노 맛 저렴 맛 친구 라 떼 라 떼 수플레 팬케이크 대표 메뉴 조각 케이크 준비 디저트 카페 공간 테라스 자리 날씨 날 시원 커피 <end>
794,<sos> 해방촌 이색적 카페 문 사진 곳 유명 <end>
795,<sos> 해방촌 이색적 카페 문 사진 곳 유명 <end>
796,<sos> 해방촌 이색적 카페 문 사진 곳 유명 <end>
797,<sos> 비스켓 종류 녹차 비스켓 버터 상 분위기 수다 떨기 곳 <end>
798,<sos> 비스켓 종류 녹차 비스켓 버터 상 분위기 수다 떨기 곳 <end>
799,<sos> 비스켓 종류 녹차 비스켓 버터 상 분위기 수다 떨기 곳 <end>
800,<sos> 개인 컵 할인 커피 <end>
801,<sos> 개인 컵 할인 커피 <end>
802,<sos> 개인 컵 할인 커피 <end>
803,<sos> 음료 저렴 와플 디저트 메뉴 배달 배달 포장 와플 조각 케이크 인기 음료 하리 젤리 감사 포장 주 문건 과자 빙수 메뉴 다양 와플 메뉴 와플 크림 단골 손님 서비스 동네 카페 곳 위치 디저트 때 가기 음료 맛 디저트 메뉴 다양 <end>
804,<sos> 음료 저렴 와플 디저트 메뉴 배달 배달 포장 와플 조각 케이크 인기 음료 하리 젤리 감사 포장 주 문건 과자 빙수 메뉴 다양 와플 메뉴 와플 크림 단골 손님 서비스 동네 카페 곳 위치 디저트 때 가기 음료 맛 디저트 메뉴 다양 <end>
805,<sos> 음료 저렴 와플 디저트 메뉴 배달 배달 포장 와플 조각 케이크 인기 음료 하리 젤리 감사 포장 주 문건 과자 빙수 메뉴 다양 와플 메뉴 와플 크림 단골 손님 서비스 동네 카페 곳 위치 디저트 때 가기 음료 맛 디저트 메뉴 다양 <end>
806,<sos> 빙수 맛 집 빙수 분위기 시원 빙수 곳 <end>
807,<sos> 빙수 맛 집 빙수 분위기 시원 빙수 곳 <end>
808,<sos> 빙수 맛 집 빙수 분위기 시원 빙수 곳 <end>
809,<sos> 조용 북 카페 애 옹이 눈 음료 분위기 단골 <end>
810,<sos> 조용 북 카페 애 옹이 눈 음료 분위기 단골 <end>
811,<sos> 조용 북 카페 애 옹이 눈 음료 분위기 단골 <end>
812,<sos> 화계 역 근처 개인 카페 가게 분위기 전체적 깔끔 재즈 음악 가게 고풍 느낌 하다 근처 가게 한적 거리 위치 동네 고즈넉 여유 움 곳 아이스 아메리카 노 성비 탄 맛 신맛 맛 모 전체적 밸런스 삼삼 편안 가게 방문 시 과자 평소 제과 본인 버터 설탕 욕구 갓 과자 냄새 망설임 큼지막 투박 쿠키 오랫만 분위기 곳 한적 간식 시간 자몽 에이드 한잔 생과일 맛 주스 점 <end>
813,<sos> 화계 역 근처 개인 카페 가게 분위기 전체적 깔끔 재즈 음악 가게 고풍 느낌 하다 근처 가게 한적 거리 위치 동네 고즈넉 여유 움 곳 아이스 아메리카 노 성비 탄 맛 신맛 맛 모 전체적 밸런스 삼삼 편안 가게 방문 시 과자 평소 제과 본인 버터 설탕 욕구 갓 과자 냄새 망설임 큼지막 투박 쿠키 오랫만 분위기 곳 한적 간식 시간 자몽 에이드 한잔 생과일 맛 주스 점 <end>
814,<sos> 화계 역 근처 개인 카페 가게 분위기 전체적 깔끔 재즈 음악 가게 고풍 느낌 하다 근처 가게 한적 거리 위치 동네 고즈넉 여유 움 곳 아이스 아메리카 노 성비 탄 맛 신맛 맛 모 전체적 밸런스 삼삼 편안 가게 방문 시 과자 평소 제과 본인 버터 설탕 욕구 갓 과자 냄새 망설임 큼지막 투박 쿠키 오랫만 분위기 곳 한적 간식 시간 자몽 에이드 한잔 생과일 맛 주스 점 <end>
815,<sos> 재 방 쫄깃 타르트 자리 타르트 강추 국내 최초 포루 투 타르트라 별 기대 기대 이상 타르트 쫄깃 식 감 처음 크림 치즈 맛 손님 평소 간판 라이브 모양 일 자리 정작 아이러니 코로나 발 <end>
